linkdir,access,access_delta,link,fr_edge_src,fr_edge_tgt,fr_dist_from_start,fr_dist_to_end,to_edge_src,to_edge_tgt,to_dist_from_start,to_dist_to_end,geographic_length_m,network_length_m,score,score_gravity,rank
/home/mwbc/ped-transit-data/networks/links_top250/link_id_4010,17102568314,75108,4010,"VertexID(10303510439, :node)","VertexID(10303510443, :node)",109,141,"VertexID(6240219155, :node)","VertexID(6240219157, :node)",0,31,79,0,76489.57102003707,10068.320959671615,151
/home/mwbc/ped-transit-data/networks/links_top250/link_id_40396,17125546891,23053685,40396,"VertexID(512046, :split)","VertexID(6110164349, :node)",0,30,"VertexID(6970589926, :node)","VertexID(6970589941, :node)",0,88,70,0,111597.50911030121,19768.268138534662,76
/home/mwbc/ped-transit-data/networks/links_top250/link_id_41026,17102493206,0,41026,"VertexID(170516230, :node)","VertexID(170743320, :node)",202,33,"VertexID(3366622234, :node)","VertexID(6184643453, :node)",0,9,50,0,63937.728421052736,5011.987341760009,216
/home/mwbc/ped-transit-data/networks/links_top250/link_id_41380,17103010852,517646,41380,"VertexID(195682094, :node)","VertexID(195685471, :node)",41,0,"VertexID(6240813681, :node)","VertexID(6240814891, :node)",8,0,22,0,106892.4500056225,13345.369533907573,82
/home/mwbc/ped-transit-data/networks/links_top250/link_id_41693,17109605624,7112418,41693,"VertexID(513021, :split)","VertexID(10271037169, :node)",46,107,"VertexID(6311780591, :node)","VertexID(6311780593, :node)",0,96,13,0,67294.80156350374,9014.671589525293,197
/home/mwbc/ped-transit-data/networks/links_top250/link_id_41781,17110466831,7973625,41781,"VertexID(2086689071, :node)","VertexID(7161031126, :node)",33,0,"VertexID(6956981905, :node)","VertexID(6956981909, :node)",89,0,81,0,118973.08609271614,13809.564428581258,66
/home/mwbc/ped-transit-data/networks/links_top250/link_id_41914,17102493206,0,41914,"VertexID(7161503134, :node)","VertexID(7161503145, :node)",41,56,"VertexID(6184643455, :node)","VertexID(6654397996, :node)",0,45,71,0,65510.33684210535,6096.872981005343,206
/home/mwbc/ped-transit-data/networks/links_top250/link_id_42078,17102977625,484419,42078,"VertexID(11429696798, :node)","VertexID(13910274850, :node)",0,12,"VertexID(6988141250, :node)","VertexID(6988141251, :node)",12,0,70,0,277244.8138748149,37480.88366856291,8
/home/mwbc/ped-transit-data/networks/links_top250/link_id_42170,17102506484,13278,42170,"VertexID(5902073439, :node)","VertexID(6239053329, :node)",0,6,"VertexID(6239053301, :node)","VertexID(6239053307, :node)",87,63,19,0,63747.905945287835,6229.02402772311,217
/home/mwbc/ped-transit-data/networks/links_top250/link_id_42612,17103545722,1052516,42612,"VertexID(5954472055, :node)","VertexID(5954552357, :node)",40,64,"VertexID(6886132291, :node)","VertexID(6886132292, :node)",0,5,60,0,78778.85875872361,10170.361302232874,146
/home/mwbc/ped-transit-data/networks/links_top250/link_id_42740,17102510451,17245,42740,"VertexID(5656793478, :node)","VertexID(5656793486, :node)",27,64,"VertexID(6245848407, :node)","VertexID(13039625831, :node)",96,0,69,0,131371.59185924134,13041.78693585056,47
/home/mwbc/ped-transit-data/networks/links_top250/link_id_43426,17109135530,6642324,43426,"VertexID(2086689048, :node)","VertexID(2086689083, :node)",0,77,"VertexID(2086689115, :node)","VertexID(6380798407, :node)",0,111,82,0,137686.05298013342,11769.866176034493,43
/home/mwbc/ped-transit-data/networks/links_top250/link_id_43564,17105045376,2552170,43564,"VertexID(307467548, :node)","VertexID(307467591, :node)",96,0,"VertexID(6371349210, :node)","VertexID(6371349295, :node)",0,6,97,0,62706.81601157468,6662.517455204106,223
/home/mwbc/ped-transit-data/networks/links_top250/link_id_43567,17102493206,0,43567,"VertexID(511121, :split)","VertexID(6373865514, :node)",0,43,"VertexID(510885, :island)","VertexID(510886, :island)",0,0,61,0,56928.69026185862,8876.645691424676,249
/home/mwbc/ped-transit-data/networks/links_top250/link_id_43811,17104939571,2446365,43811,"VertexID(511195, :split)","VertexID(170644387, :node)",21,0,"VertexID(510914, :split)","VertexID(2477945339, :node)",217,164,12,0,74364.28449454556,9237.59020858373,160
/home/mwbc/ped-transit-data/networks/links_top250/link_id_43901,17118011337,15518131,43901,"VertexID(195496421, :node)","VertexID(2870569168, :node)",43,91,"VertexID(13057027656, :node)","VertexID(13057027667, :node)",174,78,51,0,82178.57142857142,8497.969692275008,132
/home/mwbc/ped-transit-data/networks/links_top250/link_id_4391,17104970256,2477050,4391,"VertexID(170623320, :node)","VertexID(170623332, :node)",0,39,"VertexID(2062582374, :node)","VertexID(7949739454, :node)",0,27,21,0,83455.55394948774,9764.141080494308,127
/home/mwbc/ped-transit-data/networks/links_top250/link_id_44501,17118450630,15957424,44501,"VertexID(195496421, :node)","VertexID(2870569168, :node)",33,101,"VertexID(553321467, :node)","VertexID(1296793837, :node)",17,0,93,0,82178.57142857142,9657.458239392452,132
/home/mwbc/ped-transit-data/networks/links_top250/link_id_44520,17187903009,85409803,44520,"VertexID(170534021, :node)","VertexID(6119788388, :node)",59,64,"VertexID(300037002, :node)","VertexID(300037054, :node)",50,0,72,0,117079.2351075005,14544.549833899144,67
/home/mwbc/ped-transit-data/networks/links_top250/link_id_44667,17106576760,4083554,44667,"VertexID(512626, :split)","VertexID(195472641, :node)",0,28,"VertexID(512140, :split)","VertexID(6648981697, :node)",0,7,99,0,124246.95872564183,19867.98537170486,57
/home/mwbc/ped-transit-data/networks/links_top250/link_id_45006,17102865876,372670,45006,"VertexID(2402972656, :node)","VertexID(2402972667, :node)",89,54,"VertexID(6311929908, :node)","VertexID(6311929909, :node)",0,29,83,0,69063.9873204065,5881.476869613545,183
/home/mwbc/ped-transit-data/networks/links_top250/link_id_45275,17102680087,186881,45275,"VertexID(13977332220, :node)","VertexID(13977332223, :node)",0,9,"VertexID(512180, :split)","VertexID(13355793138, :node)",4,0,18,0,66149.89010820916,8346.07456456476,204
/home/mwbc/ped-transit-data/networks/links_top250/link_id_45289,17102677715,184509,45289,"VertexID(172696351, :node)","VertexID(172696378, :node)",182,86,"VertexID(510303, :split)","VertexID(172677266, :node)",53,0,78,0,95934.37143640977,9181.876452993212,99
/home/mwbc/ped-transit-data/networks/links_top250/link_id_4557,17102805710,312504,4557,"VertexID(2402972673, :node)","VertexID(2402972685, :node)",81,10,"VertexID(6311929911, :node)","VertexID(6311929912, :node)",77,0,27,0,66520.43222362427,5724.00912865509,202
/home/mwbc/ped-transit-data/networks/links_top250/link_id_4571,17108202499,5709293,4571,"VertexID(7449612885, :node)","VertexID(7449612913, :node)",5,15,"VertexID(1771853774, :node)","VertexID(1771853783, :node)",14,242,49,0,112783.76933013121,10059.870270208121,73
/home/mwbc/ped-transit-data/networks/links_top250/link_id_46365,17105442611,2949405,46365,"VertexID(6371349210, :node)","VertexID(6371349295, :node)",0,6,"VertexID(12984678577, :node)","VertexID(12984678578, :node)",0,15,51,0,73262.27779117439,8035.269665708655,165
/home/mwbc/ped-transit-data/networks/links_top250/link_id_46634,17103624218,1131012,46634,"VertexID(2524302634, :node)","VertexID(3999336787, :node)",61,108,"VertexID(7011324468, :node)","VertexID(7011324472, :node)",69,0,57,0,134993.29166949418,10578.035160561141,45
/home/mwbc/ped-transit-data/networks/links_top250/link_id_471,17109519066,7025860,471,"VertexID(4090887224, :node)","VertexID(4090887227, :node)",0,90,"VertexID(5940888496, :node)","VertexID(5940888500, :node)",82,84,91,0,85556.66563628546,6892.946821980665,120
/home/mwbc/ped-transit-data/networks/links_top250/link_id_4722,17103933243,1440037,4722,"VertexID(13533474737, :node)","VertexID(13533474744, :node)",221,8,"VertexID(6101752676, :node)","VertexID(6101752677, :node)",0,30,80,0,79086.74409725571,11868.35890600408,145
/home/mwbc/ped-transit-data/networks/links_top250/link_id_47555,17169971295,67478089,47555,"VertexID(170534021, :node)","VertexID(170572093, :node)",26,0,"VertexID(6201758034, :node)","VertexID(6201758036, :node)",46,0,72,0,123448.35428396417,13269.858231473201,59
/home/mwbc/ped-transit-data/networks/links_top250/link_id_47746,17116755923,14262717,47746,"VertexID(512046, :split)","VertexID(6110164337, :node)",184,117,"VertexID(6970589943, :node)","VertexID(6970589960, :node)",109,27,78,0,155047.44996958584,22603.75825569072,25
/home/mwbc/ped-transit-data/networks/links_top250/link_id_48132,17102960451,467245,48132,"VertexID(5954552360, :node)","VertexID(5954552361, :node)",35,33,"VertexID(510420, :split)","VertexID(6298349988, :node)",129,100,91,0,64109.758190612294,4346.883900219424,215
/home/mwbc/ped-transit-data/networks/links_top250/link_id_4817,17103271653,778447,4817,"VertexID(5954552345, :node)","VertexID(5954552349, :node)",7,0,"VertexID(9095195480, :node)","VertexID(13101896197, :node)",0,32,88,0,56909.82238431658,5537.522412392073,250
/home/mwbc/ped-transit-data/networks/links_top250/link_id_48226,17103499102,1005896,48226,"VertexID(21595946, :node)","VertexID(6437128739, :node)",530,96,"VertexID(10937933334, :node)","VertexID(10937933335, :node)",57,0,52,0,68708.46074213284,5355.27064526578,187
/home/mwbc/ped-transit-data/networks/links_top250/link_id_48354,17111393477,8900271,48354,"VertexID(2086689040, :node)","VertexID(2086689150, :node)",61,66,"VertexID(510848, :split)","VertexID(6380798468, :node)",114,88,74,0,114999.97350993461,21315.02591127669,70
/home/mwbc/ped-transit-data/networks/links_top250/link_id_48965,17103147150,653944,48965,"VertexID(512179, :split)","VertexID(195624290, :node)",7,0,"VertexID(512194, :split)","VertexID(6240813672, :node)",0,19,36,0,146117.53124526583,19579.28670786836,33
/home/mwbc/ped-transit-data/networks/links_top250/link_id_48993,17103624218,1131012,48993,"VertexID(7011324468, :node)","VertexID(7011324472, :node)",69,0,"VertexID(6815708622, :node)","VertexID(6815708626, :node)",89,48,67,0,128731.38794393433,9663.168813130835,50
/home/mwbc/ped-transit-data/networks/links_top250/link_id_49035,17102631160,137954,49035,"VertexID(170694054, :node)","VertexID(170694082, :node)",16,0,"VertexID(6293726988, :node)","VertexID(6293727004, :node)",16,11,95,0,58374.68814819327,5219.886113987574,242
/home/mwbc/ped-transit-data/networks/links_top250/link_id_49154,17103623777,1130571,49154,"VertexID(170694062, :node)","VertexID(170694069, :node)",21,0,"VertexID(10937933325, :node)","VertexID(10937933334, :node)",11,24,54,0,67967.83008276361,5313.164367830948,191
/home/mwbc/ped-transit-data/networks/links_top250/link_id_49207,17104305570,1812364,49207,"VertexID(195419952, :node)","VertexID(195429395, :node)",114,75,"VertexID(195501760, :node)","VertexID(1215465788, :node)",0,17,39,0,84120.78769534809,11101.645221664847,124
/home/mwbc/ped-transit-data/networks/links_top250/link_id_4937,17103007882,514676,4937,"VertexID(510954, :split)","VertexID(6372341553, :node)",0,9,"VertexID(6988141253, :node)","VertexID(6988141255, :node)",52,20,64,0,477972.59343220765,57528.52931100456,2
/home/mwbc/ped-transit-data/networks/links_top250/link_id_4972,17105085073,2591867,4972,"VertexID(324211329, :node)","VertexID(5309363106, :node)",0,12,"VertexID(509964, :split)","VertexID(5312817700, :node)",86,46,68,0,79697.04924918589,6331.379255371018,140
/home/mwbc/ped-transit-data/networks/links_top250/link_id_49845,17104151205,1657999,49845,"VertexID(6403179208, :node)","VertexID(6403179211, :node)",0,99,"VertexID(9943404455, :node)","VertexID(10960234443, :node)",36,25,87,0,65138.78632236586,6662.1604084021,211
/home/mwbc/ped-transit-data/networks/links_top250/link_id_50228,17136819769,34326563,50228,"VertexID(195500691, :node)","VertexID(1854281801, :node)",218,45,"VertexID(6088921262, :node)","VertexID(6088922121, :node)",8,127,41,0,92689.97847357836,15123.42048759394,102
/home/mwbc/ped-transit-data/networks/links_top250/link_id_50349,17176506639,74013433,50349,"VertexID(170534021, :node)","VertexID(6119788388, :node)",19,104,"VertexID(6201758071, :node)","VertexID(6201758072, :node)",0,43,72,0,126482.33860089294,14896.433092211118,53
/home/mwbc/ped-transit-data/networks/links_top250/link_id_50390,17113286270,10793064,50390,"VertexID(2086689135, :node)","VertexID(7161031125, :node)",34,0,"VertexID(6956981905, :node)","VertexID(6956981909, :node)",76,13,58,0,137733.25827814662,19243.26583998908,42
/home/mwbc/ped-transit-data/networks/links_top250/link_id_50413,17102608054,114848,50413,"VertexID(7244187954, :node)","VertexID(7244187955, :node)",0,5,"VertexID(6223332513, :node)","VertexID(12881215228, :node)",0,40,76,0,57157.018792515024,14281.106554258944,247
/home/mwbc/ped-transit-data/networks/links_top250/link_id_50473,17180341403,77848197,50473,"VertexID(170534021, :node)","VertexID(6119788388, :node)",89,34,"VertexID(6201758014, :node)","VertexID(6201758043, :node)",44,0,72,0,111312.75490096008,14649.480530037816,77
/home/mwbc/ped-transit-data/networks/links_top250/link_id_50746,17103629616,1136410,50746,"VertexID(510528, :split)","VertexID(6437128740, :node)",31,128,"VertexID(10937933334, :node)","VertexID(10937933335, :node)",57,0,11,0,70238.12630737046,6537.503186075372,178
/home/mwbc/ped-transit-data/networks/links_top250/link_id_51482,17102508022,14816,51482,"VertexID(512573, :split)","VertexID(6023795838, :node)",10,0,"VertexID(11119889749, :node)","VertexID(11119889750, :node)",19,0,68,0,240048.63178779877,36133.31755145728,12
